Movie ID,Title,Year,Type
An American Tragedy-1931,An American Tragedy,1931,Original
The Phantom Carriage-1921,The Phantom Carriage,1921,Original
The Phantom of the Opera-1925,The Phantom of the Opera,1925,Original
Picnic-1955,Picnic,1955,Original
Piranha-1978,Piranha,1978,Original
Planet of the Apes-1968,Planet of the Apes,1968,Original
The Plank-1967,The Plank,1967,Original
Lady for a Day-1933,Lady for a Day,1933,Original
Point Break-1991,Point Break,1991,Original
La Femme Nikita-1990,La Femme Nikita,1990,Original
Poltergeist-1982,Poltergeist,1982,Original
Pokiri-2006,Pokiri,2006,Original
The Poseidon Adventure-1972,The Poseidon Adventure,1972,Original
The Bishop's Wife-1947,The Bishop's Wife,1947,Original
Premonition-2004,Premonition,2004,Original
Pride and Prejudice-1940,Pride and Prejudice,1940,Original
Disraeli-1916,Disraeli,1916,Original
The Prince and the Pauper-1920,The Prince and the Pauper,1920,Original
The Prisoner of Zenda-1922,The Prisoner of Zenda,1922,Original
The Producers-1968,The Producers,1968,Original
Prom Night-1980,Prom Night,1980,Original
Psycho-1960,Psycho,1960,Original
Kairo-2001,Kairo,2001,Original
REC-2007,REC,2007,Original
The Rainmaker-1956,The Rainmaker,1956,Original
Sholay-1975,Sholay,1975,Original
Naadodigal-2009,Naadodigal,2009,Original
Ransom!-1956,Ransom!,1956,Original
The Razor's Edge-1946,The Razor's Edge,1946,Original
Rear Window-1954,Rear Window,1954,Original
Red Dawn-1984,Red Dawn,1984,Original
Rebecca-1940,Rebecca,1940,Original
The Red Badge of Courage-1951,The Red Badge of Courage,1951,Original
Manhunter-1986,Manhunter,1986,Original
Reefer Madness-1936,Reefer Madness,1936,Original
Force Majeure-1989,Force Majeure,1989,Original
Yonggary-1967,Yonggary,1967,Original
Old Acquaintance-1943,Old Acquaintance,1943,Original
Broadway Bill-1934,Broadway Bill,1934,Original
Ringu-1998,Ringu,1998,Original
Rio Bravo-1959,Rio Bravo,1959,Original
Robin Hood-1922,Robin Hood,1922,Original
RoboCop-1987,RoboCop,1987,Original
The Miracle of Morgan's Creek-1944,The Miracle of Morgan's Creek,1944,Original
Rollerball-1975,Rollerball,1975,Original
Man Hunt-1941,Man Hunt,1941,Original
The Roman Spring of Mrs. Stone-1961,The Roman Spring of Mrs. Stone,1961,Original
Single White Female-1992,Single White Female,1992,Original
The Most Dangerous Game-1932,The Most Dangerous Game,1932,Original
Runaway Daughters-1956,Runaway Daughters,1956,Original
Sabrina-1954,Sabrina,1954,Original
The Thirteen-1937,The Thirteen,1937,Original
Satan's School for Girls-1973,Satan's School for Girls,1973,Original
Saturday's Children-1929,Saturday's Children,1929,Original
Scandal Makers-2008,Scandal Makers,2008,Original
The Scapegoat-1959,The Scapegoat,1959,Original
The Ghost Breakers-1940,The Ghost Breakers,1940,Original
Scarface-1932,Scarface,1932,Original
Profumo di donna-1974,Profumo di donna,1974,Original
School for Scoundrels-1960,School for Scoundrels,1960,Original
Séance on a Wet Afternoon-1964,Séance on a Wet Afternoon,1964,Original
The Sea Wolf-1930,The Sea Wolf,1930,Original
Himitsu-1999,Himitsu,1999,Original
El secreto de sus ojos-2009,El secreto de sus ojos,2009,Original
The Secret Life of Walter Mitty-1947,The Secret Life of Walter Mitty,1947,Original
Senso-1979,Senso,1979,Original
Gunga Din-1939,Gunga Din,1939,Original
Seventh Heaven-1927,Seventh Heaven,1927,Original
Shadow of a Doubt-1943,Shadow of a Doubt,1943,Original
Shaft-1971,Shaft,1971,Original
The Shaggy Dog-1959,The Shaggy Dog,1959,Original
"Shake, Rattle & Rock!-1956","Shake, Rattle & Rock!",1956,Original
The Paleface-1948,The Paleface,1948,Original
Shall We Dansu?-1996,Shall We Dansu?,1996,Original
Lage Raho Munna Bhai-2006,Lage Raho Munna Bhai,2006,Original
She-1935,She,1935,Original
The Shining-1980,The Shining,1980,Original
Shiva-1989,Shiva,1989,Original
The Devil and Daniel Webster-1941,The Devil and Daniel Webster,1941,Original
Show Boat-1929,Show Boat,1929,Original
Sideways-2004,Sideways,2004,Original
Ninotchka-1939,Ninotchka,1939,Original
The Sign of the Cross-1914,The Sign of the Cross,1914,Original
Rome Express-1932,Rome Express,1932,Original
So Big-1924,So Big,1924,Original
Solaris-1968,Solaris,1968,Original
Midsommer-2003,Midsommer,2003,Original
Ball of Fire-1941,Ball of Fire,1941,Original
Le Salaire de la Peur-1953,Le Salaire de la Peur,1953,Original
The House on Sorority Row-1983,The House on Sorority Row,1983,Original
The Sound and the Fury-1959,The Sound and the Fury,1959,Original
Spring Parade-1934,Spring Parade,1934,Original
Spring in a Small Town-1948,Spring in a Small Town,1948,Original
The Squaw Man-1914,The Squaw Man,1914,Original
Morning Glory-1933,Morning Glory,1933,Original
Stagecoach-1939,Stagecoach,1939,Original
A Star Is Born-1937,A Star Is Born,1937,Original
State Fair-1933,State Fair,1933,Original
The Stepfather-1987,The Stepfather,1987,Original
The Stepford Wives-1975,The Stepford Wives,1975,Original
Straw Dogs-1971,Straw Dogs,1971,Original
The Student of Prague-1913,The Student of Prague,1913,Original
Judge Priest-1934,Judge Priest,1934,Original
The Sunshine Boys-1975,The Sunshine Boys,1975,Original
Svengali-1931,Svengali,1931,Original
The Swan-1925,The Swan,1925,Original
Sweet November-1968,Sweet November,1968,Original
Swept Away by an Unusual Destiny in the Blue Sea of August-1974,Swept Away by an Unusual Destiny in the Blue Sea of August,1974,Original
Taking of Pelham One Two Three-1974,Taking of Pelham One Two Three,1974,Original
Tarzan the Ape Man-1932,Tarzan the Ape Man,1932,Original
Taxi-1998,Taxi,1998,Original
The Texas Chain Saw Massacre-1974,The Texas Chain Saw Massacre,1974,Original
That Darn Cat!-1965,That Darn Cat!,1965,Original
Thief of Bagdad-1924,Thief of Bagdad,1924,Original
They Live by Night-1948,They Live by Night,1948,Original
The 39 Steps-1935,The 39 Steps,1935,Original
The Birth of Japan-1959,The Birth of Japan,1959,Original
The Thing from Another World-1951,The Thing from Another World,1951,Original
Welt am Draht-1973,Welt am Draht,1973,Original
13 Ghosts-1960,13 Ghosts,1960,Original
The Thomas Crown Affair-1968,The Thomas Crown Affair,1968,Original
Les Fugitifs-1986,Les Fugitifs,1986,Original
The Three Musketeers-1921,The Three Musketeers,1921,Original
The Time Machine-1960,The Time Machine,1960,Original
To Be or Not to Be-1942,To Be or Not to Be,1942,Original
Leave Her to Heaven-1945,Leave Her to Heaven,1945,Original
The Toolbox Murders-1978,The Toolbox Murders,1978,Original
Eat Drink Man Woman-1994,Eat Drink Man Woman,1994,Original
Total Recall-1990,Total Recall,1990,Original
Tom Brown's Schooldays-1916,Tom Brown's Schooldays,1916,Original
Tom Sawyer-1917,Tom Sawyer,1917,Original
Anthony Zimmer-2005,Anthony Zimmer,2005,Original
Tower of London-1939,Tower of London,1939,Original
Le Jouet-1976,Le Jouet,1976,Original
Trader Horn-1931,Trader Horn,1931,Original
Treasure Island-1920,Treasure Island,1920,Original
True Grit-1969,True Grit,1969,Original
La Totale!-1991,La Totale!,1991,Original
Charade-1963,Charade,1963,Original
Le jumeau-1984,Le jumeau,1984,Original
Under Capricorn-1949,Under Capricorn,1949,Original
Garde à vue-1981,Garde à vue,1981,Original
Criss Cross-1949,Criss Cross,1949,Original
La femme infidèle-1969,La femme infidèle,1969,Original
Unfaithfully Yours-1948,Unfaithfully Yours,1948,Original
The Letter-1929,The Letter,1929,Original
The Unholy Three-1925,The Unholy Three,1925,Original
The Unknown Soldier-1955,The Unknown Soldier,1955,Original
The Intouchables-2011,The Intouchables,2011,Original
Abre Los Ojos-1997,Abre Los Ojos,1997,Original
Spoorloos-1988,Spoorloos,1988,Original
Vanishing Point-1971,Vanishing Point,1971,Original
Vanity Fair-1915,Vanity Fair,1915,Original
Frankenstein-1931,Frankenstein,1931,Original
Viktor und Viktoria-1933,Viktor und Viktoria,1933,Original
Village of the Damned-1960,Village of the Damned,1960,Original
The Virginian-1914,The Virginian,1914,Original
The More the Merrier-1943,The More the Merrier,1943,Original
Sous le ciel de Provence-1956,Sous le ciel de Provence,1956,Original
Walking Tall-1973,Walking Tall,1973,Original
The War of the Worlds-1953,The War of the Worlds,1953,Original
Castle of Blood-1964,Castle of Blood,1964,Original
Stepmom-1998,Stepmom,1998,Original
We're No Angels-1955,We're No Angels,1955,Original
The Reluctant Debutante-1958,The Reluctant Debutante,1958,Original
When a Stranger Calls-1979,When a Stranger Calls,1979,Original
What Ever Happened to Baby Jane?-1962,What Ever Happened to Baby Jane?,1962,Original
What Women Want-2000,What Women Want,2000,Original
Where the Boys Are-1960,Where the Boys Are,1960,Original
The Wicked Lady-1945,The Wicked Lady,1945,Original
The Wicker Man-1973,The Wicker Man,1973,Original
L'Appartement-1996,L'Appartement,1996,Original
Willard-1971,Willard,1971,Original
The Winslow Boy-1948,The Winslow Boy,1948,Original
Blind-2011,Blind,2011,Original
The Wizard of Oz-1925,The Wizard of Oz,1925,Original
Witness for the Prosecution-1957,Witness for the Prosecution,1957,Original
The Wolf Man-1941,The Wolf Man,1941,Original
The Woman in Black-1989,The Woman in Black,1989,Original
Un éléphant ça trompe énormément-1976,Un éléphant ça trompe énormément,1976,Original
Crimes at the Dark House-1940,Crimes at the Dark House,1940,Original
The Women-1939,The Women,1939,Original
The Yellow Handkerchief-1977,The Yellow Handkerchief,1977,Original
Jogi-2005,Jogi,2005,Original
It Happened One Night-1934,It Happened One Night,1934,Original
"Yours, Mine and Ours-1968","Yours, Mine and Ours",1968,Original
The Major and the Minor-1942,The Major and the Minor,1942,Original
The Shop Around the Corner-1940,The Shop Around the Corner,1940,Original
